"","cexp","cobs_CIlow","cobs_CIHigh","kappa_CIlow","kappa_CIHigh"
"35",0.348514989540252,0.3359375,0.3609375,-0.0176358436606292,0.0169815833532646
"36",0.35861064468464,0.34609375,0.37109375,-0.0184002603864301,0.017933390264731
"37",0.368699501319062,0.35546875,0.38203125,-0.0192352620512422,0.0187911775363024
"38",0.378799657676519,0.365625,0.3921875,-0.0201509842418593,0.0198368229627445
"39",0.388893733635234,0.375,0.40234375,-0.0213036565977742,0.0209732886622515
"40",0.399002743336999,0.384375,0.41328125,-0.0223196098311045,0.0220882217998295
"41",0.409105136163968,0.39453125,0.4234375,-0.0235642615894107,0.023235044029467
"42",0.419206718589185,0.40390625,0.434375,-0.0249179682297958,0.0246796427723478
"43",0.429311881484768,0.41328125,0.4453125,-0.0264073691355861,0.0261005394988729
"44",0.439407120910572,0.4234375,0.45546875,-0.0279108476264689,0.0280172974097216
"45",0.449520738375503,0.4328125,0.46640625,-0.0297366039313399,0.0295674210130497
"46",0.459626789981938,0.4421875,0.47734375,-0.0316177644372755,0.0315330990895927
"47",0.469733667272062,0.4515625,0.48828125,-0.0338376574814474,0.0337807936273787
"48",0.479861014124435,0.46015625,0.49921875,-0.0364683426248688,0.0365682148491779
"49",0.490029180765021,0.46953125,0.5109375,-0.0399805066710259,0.0397770929587846
"50",0.50000269787519,0.47734375,0.52265625,-0.0447886204522234,0.0447105085351575
"51",0.509968441765974,0.4890625,0.53046875,-0.0415347942375759,0.0415364508201214
"52",0.520137982170251,0.50078125,0.53984375,-0.0395112016293279,0.0395209835261712
"53",0.530258562962325,0.51171875,0.5484375,-0.0381285851845284,0.0382559044900077
"54",0.540378622797178,0.52265625,0.5578125,-0.0370527256238247,0.0372346100501439
"55",0.550489176093726,0.53359375,0.5671875,-0.036216206733021,0.0363613425557707
"56",0.560597913178721,0.54453125,0.5765625,-0.035562020939149,0.0357024768178359
"57",0.570695888911838,0.5546875,0.58671875,-0.034775472657546,0.0350689316995639
"58",0.580797331050581,0.565625,0.59609375,-0.034049094042573,0.0342855633089576
"59",0.590891669618815,0.5765625,0.60546875,-0.0336764457729673,0.0341877767402635
"60",0.601006959079368,0.58671875,0.615625,-0.033296130923623,0.0335305719921102
"61",0.611103899953477,0.59765625,0.625,-0.0328365053225642,0.0335264281370078
"62",0.621200581953331,0.6078125,0.634375,-0.0324931777015377,0.0330829261741373
"63",0.631304146914821,0.61875,0.64453125,-0.0322206898367733,0.032988863750358
"64",0.641395149594379,0.62890625,0.65390625,-0.0321102481401423,0.0329575021682566
"65",0.651495713787847,0.6390625,0.6640625,-0.031844030726943,0.0328523875164223
"66",0.661607699132767,0.65,0.6734375,-0.0317501905378355,0.0327639795831076
"67",0.671719581100083,0.66015625,0.68359375,-0.0317798126433711,0.0329048236820379
"68",0.681809112664225,0.6703125,0.69375,-0.0317177341657879,0.0330371348231012
"69",0.691910851108535,0.68046875,0.703125,-0.0317359969654822,0.0332865705904857
"70",0.702019249032851,0.69140625,0.71328125,-0.031845450131668,0.0332326283987916
"71",0.712134528137579,0.7015625,0.7234375,-0.0319037238637387,0.0337150880516973
"72",0.722227970584932,0.71171875,0.7328125,-0.0320196292922735,0.0339183917094141
"73",0.732315211423556,0.721875,0.74296875,-0.0322815810456773,0.0342008937594034
"74",0.742419458868825,0.7328125,0.75234375,-0.0325743994779749,0.0345865309756453
"75",0.752504256342772,0.74296875,0.7625,-0.032663070132418,0.0351582194755471
"76",0.762618800514599,0.753125,0.77265625,-0.0329706025661849,0.035662148070907
"77",0.772725946369494,0.76328125,0.78203125,-0.0333692142088261,0.0360551605210457
"78",0.782830319289972,0.7734375,0.7921875,-0.0338906461816533,0.036985986675856
"79",0.792931718775192,0.784375,0.80234375,-0.0342562504723098,0.037599660329292
"80",0.803032189417289,0.79453125,0.8125,-0.0345876863779285,0.0384039900249384
"81",0.813140995551791,0.8046875,0.821875,-0.035095569903471,0.0391878322918399
"82",0.823227331152967,0.81484375,0.83203125,-0.0356552731841219,0.040189258456079
"83",0.833322135775053,0.825,0.8421875,-0.0360122655637167,0.0412882688886808
"84",0.843427218080323,0.83515625,0.8515625,-0.0368130342210018,0.0422102839600928
"85",0.853528362883708,0.84609375,0.86171875,-0.037437685314914,0.0435950151078284
"86",0.863628962454552,0.85625,0.871875,-0.0382362831582864,0.044492561290774
"87",0.873735244076921,0.86640625,0.88125,-0.0388989583125863,0.0464232979768221
"88",0.883850484201787,0.8765625,0.89140625,-0.0391691707522816,0.0480194017784966
"89",0.894046962145184,0.88671875,0.9015625,-0.0410892878660073,0.0503542025655742
"90",0.904428231876477,0.89765625,0.91171875,-0.0418604651162786,0.0538790470372637
"91",0.914714682364994,0.9078125,0.921875,-0.0453283996299718,0.0579127424389056
"92",0.924756298235988,0.91796875,0.93125,-0.0408682490096909,0.0596859300451841
"93",0.934655971440058,0.92890625,0.940625,-0.0355796635101598,0.0602226170189628
"94",0.944543548022063,0.9390625,0.95,-0.0303227910009784,0.0589659869829403
"95",0.954453764647269,0.94921875,0.96015625,-0.0249839846252388,0.0559903672486438
"96",0.964396568652864,0.959375,0.96953125,-0.0196813495782545,0.0646544876886429
"97",0.974328216918862,0.96953125,0.9796875,-0.01468624833111,0.0611757035749176
"98",0.984390779509892,0.9796875,0.98984375,-0.00971854095671388,0.0843439160648599
"99",0.993701721774556,0.990625,0.9984375,-0.00457815565729712,0
"100",1,1,1,NA,NA
