annotator_id,trial_idx,true_category,chosen_category,true_label,chosen_label,correct_guess
0,216,cat,cat,3,3,1
0,217,cat,cat,3,3,1
0,218,airplane,airplane,0,0,1
0,219,airplane,airplane,0,0,1
0,220,horse,horse,7,7,1
0,221,ship,ship,8,8,1
0,222,airplane,airplane,0,0,1
0,223,bird,bird,2,2,1
0,224,truck,truck,9,9,1
0,225,truck,truck,9,9,1
0,226,bird,bird,2,2,1
0,227,truck,truck,9,9,1
0,228,bird,bird,2,2,1
0,229,frog,frog,6,6,1
0,230,automobile,automobile,1,1,1
0,231,frog,frog,6,6,1
0,232,airplane,airplane,0,0,1
0,233,airplane,airplane,0,0,1
0,234,automobile,automobile,1,1,1
0,235,deer,deer,4,4,1
0,236,cat,cat,3,3,1
0,237,automobile,automobile,1,1,1
0,238,horse,horse,7,7,1
0,239,automobile,automobile,1,1,1
0,240,automobile,automobile,1,1,1
0,241,ship,ship,8,8,1
0,242,ship,ship,8,8,1
0,243,bird,bird,2,2,1
0,244,bird,bird,2,2,1
0,245,dog,dog,5,5,1
0,246,deer,deer,4,4,1
0,247,airplane,airplane,0,0,1
0,248,ship,ship,8,8,1
0,249,horse,horse,7,7,1
0,250,cat,deer,3,4,0
0,251,frog,frog,6,6,1
0,252,deer,deer,4,4,1
0,253,horse,horse,7,7,1
0,254,automobile,automobile,1,1,1
0,255,ship,ship,8,8,1
0,256,deer,deer,4,4,1
0,257,airplane,airplane,0,0,1
0,258,airplane,airplane,0,0,1
0,259,deer,deer,4,4,1
0,260,automobile,automobile,1,1,1
0,261,horse,horse,7,7,1
0,262,airplane,airplane,0,0,1
0,263,truck,truck,9,9,1
0,264,bird,bird,2,2,1
0,265,deer,deer,4,4,1
0,266,bird,bird,2,2,1
0,267,cat,cat,3,3,1
0,268,deer,deer,4,4,1
0,269,bird,bird,2,2,1
0,270,dog,dog,5,5,1
0,271,deer,deer,4,4,1
0,272,automobile,automobile,1,1,1
0,273,deer,deer,4,4,1
0,274,horse,horse,7,7,1
0,275,truck,truck,9,9,1
0,276,deer,cat,4,3,0
0,277,bird,bird,2,2,1
0,278,dog,dog,5,5,1
0,279,dog,dog,5,5,1
0,280,ship,ship,8,8,1
0,281,ship,ship,8,8,1
0,282,dog,dog,5,5,1
0,283,deer,deer,4,4,1
0,284,truck,truck,9,9,1
0,285,dog,dog,5,5,1
0,286,airplane,airplane,0,0,1
0,287,automobile,automobile,1,1,1
0,288,truck,truck,9,9,1
0,289,truck,truck,9,9,1
0,290,ship,ship,8,8,1
0,291,horse,horse,7,7,1
0,292,airplane,airplane,0,0,1
0,293,horse,horse,7,7,1
0,294,airplane,airplane,0,0,1
0,295,horse,horse,7,7,1
0,296,frog,frog,6,6,1
0,297,deer,ship,4,8,0
0,298,frog,frog,6,6,1
0,299,frog,bird,6,2,0
0,300,deer,deer,4,4,1
0,301,truck,truck,9,9,1
0,302,dog,cat,5,3,0
0,303,automobile,automobile,1,1,1
0,304,ship,airplane,8,0,0
0,305,cat,cat,3,3,1
0,306,airplane,airplane,0,0,1
0,307,dog,dog,5,5,1
0,308,bird,bird,2,2,1
0,309,horse,horse,7,7,1
0,310,automobile,automobile,1,1,1
0,311,horse,horse,7,7,1
0,312,ship,ship,8,8,1
0,313,bird,bird,2,2,1
0,314,dog,dog,5,5,1
0,315,deer,deer,4,4,1
0,316,cat,cat,3,3,1
0,317,automobile,automobile,1,1,1
0,318,horse,horse,7,7,1
0,319,frog,frog,6,6,1
0,320,frog,frog,6,6,1
0,321,cat,cat,3,3,1
0,322,truck,truck,9,9,1
0,323,truck,truck,9,9,1
0,324,truck,truck,9,9,1
0,325,truck,truck,9,9,1
0,326,truck,truck,9,9,1
0,327,frog,frog,6,6,1
0,328,frog,frog,6,6,1
0,329,dog,cat,5,3,0
0,330,dog,dog,5,5,1
0,331,airplane,airplane,0,0,1
0,332,deer,deer,4,4,1
0,333,airplane,airplane,0,0,1
0,334,automobile,automobile,1,1,1
0,335,horse,horse,7,7,1
0,336,ship,ship,8,8,1
0,337,automobile,automobile,1,1,1
0,338,automobile,automobile,1,1,1
0,339,ship,ship,8,8,1
0,340,automobile,automobile,1,1,1
0,341,truck,truck,9,9,1
0,342,cat,cat,3,3,1
0,343,frog,frog,6,6,1
0,344,cat,cat,3,3,1
0,345,cat,cat,3,3,1
0,346,deer,deer,4,4,1
0,347,cat,cat,3,3,1
0,348,truck,truck,9,9,1
0,349,bird,bird,2,2,1
0,350,frog,frog,6,6,1
0,351,bird,bird,2,2,1
0,352,deer,deer,4,4,1
0,353,frog,frog,6,6,1
0,354,truck,truck,9,9,1
0,355,truck,truck,9,9,1
0,356,automobile,automobile,1,1,1
0,357,cat,dog,3,5,0
0,358,truck,truck,9,9,1
0,359,dog,dog,5,5,1
0,360,frog,frog,6,6,1
0,361,ship,ship,8,8,1
0,362,horse,horse,7,7,1
0,363,deer,deer,4,4,1
0,364,bird,bird,2,2,1
0,365,truck,truck,9,9,1
0,366,cat,cat,3,3,1
0,367,deer,deer,4,4,1
0,368,airplane,airplane,0,0,1
0,369,dog,dog,5,5,1
0,370,truck,truck,9,9,1
0,371,cat,cat,3,3,1
0,372,horse,horse,7,7,1
0,373,bird,bird,2,2,1
0,374,cat,cat,3,3,1
0,375,dog,dog,5,5,1
0,376,bird,bird,2,2,1
0,377,dog,dog,5,5,1
0,378,frog,frog,6,6,1
0,379,ship,ship,8,8,1
0,380,bird,bird,2,2,1
0,381,bird,bird,2,2,1
0,382,deer,deer,4,4,1
0,383,dog,dog,5,5,1
0,384,automobile,automobile,1,1,1
0,385,ship,ship,8,8,1
0,386,airplane,airplane,0,0,1
0,387,cat,frog,3,6,0
0,388,cat,cat,3,3,1
0,389,airplane,airplane,0,0,1
0,390,automobile,automobile,1,1,1
0,391,horse,horse,7,7,1
0,392,automobile,automobile,1,1,1
0,393,ship,ship,8,8,1
0,394,cat,cat,3,3,1
0,395,truck,truck,9,9,1
0,396,bird,bird,2,2,1
0,397,ship,ship,8,8,1
0,398,dog,dog,5,5,1
0,399,horse,horse,7,7,1
0,400,ship,ship,8,8,1
0,401,deer,deer,4,4,1
0,402,truck,truck,9,9,1
0,403,frog,frog,6,6,1
0,404,airplane,airplane,0,0,1
0,405,ship,ship,8,8,1
0,406,bird,bird,2,2,1
0,407,dog,cat,5,3,0
0,408,frog,frog,6,6,1
0,409,automobile,automobile,1,1,1
0,410,cat,cat,3,3,1
0,411,automobile,automobile,1,1,1
0,412,ship,airplane,8,0,0
0,413,frog,frog,6,6,1
0,414,frog,frog,6,6,1
0,415,ship,ship,8,8,1
0,416,deer,deer,4,4,1
0,417,truck,truck,9,9,1
0,418,automobile,automobile,1,1,1
0,419,frog,frog,6,6,1
0,420,automobile,automobile,1,1,1
0,421,truck,truck,9,9,1
0,422,truck,truck,9,9,1
0,423,dog,dog,5,5,1
0,424,dog,dog,5,5,1
0,425,deer,frog,4,6,0
0,426,airplane,airplane,0,0,1
0,427,airplane,airplane,0,0,1
0,428,automobile,automobile,1,1,1
0,429,deer,deer,4,4,1
0,430,airplane,airplane,0,0,1
0,431,dog,cat,5,3,0
0,432,ship,ship,8,8,1
0,433,ship,ship,8,8,1
0,434,dog,cat,5,3,0
0,435,automobile,truck,1,9,0
0,436,bird,bird,2,2,1
0,437,horse,horse,7,7,1
0,438,cat,cat,3,3,1
0,439,dog,dog,5,5,1
0,440,automobile,automobile,1,1,1
0,441,bird,bird,2,2,1
0,442,bird,bird,2,2,1
0,443,frog,frog,6,6,1
0,444,frog,frog,6,6,1
0,445,cat,cat,3,3,1
0,446,airplane,airplane,0,0,1
0,447,bird,bird,2,2,1
0,448,frog,frog,6,6,1
0,449,deer,deer,4,4,1
0,450,frog,frog,6,6,1
0,451,airplane,airplane,0,0,1
0,452,dog,dog,5,5,1
0,453,bird,bird,2,2,1
0,454,bird,bird,2,2,1
0,455,deer,deer,4,4,1
0,456,airplane,airplane,0,0,1
0,457,dog,dog,5,5,1
0,458,dog,dog,5,5,1
0,459,airplane,airplane,0,0,1
0,460,deer,deer,4,4,1
0,461,truck,truck,9,9,1
0,462,automobile,automobile,1,1,1
0,463,airplane,airplane,0,0,1
0,464,truck,truck,9,9,1
0,465,dog,deer,5,4,0
0,466,horse,horse,7,7,1
0,467,bird,bird,2,2,1
0,468,cat,cat,3,3,1
0,469,deer,deer,4,4,1
0,470,horse,bird,7,2,0
0,471,horse,horse,7,7,1
0,472,truck,truck,9,9,1
0,473,truck,truck,9,9,1
0,474,automobile,automobile,1,1,1
0,475,automobile,automobile,1,1,1
0,476,frog,frog,6,6,1
0,477,airplane,airplane,0,0,1
0,478,bird,bird,2,2,1
0,479,bird,bird,2,2,1
0,480,horse,horse,7,7,1
0,481,truck,truck,9,9,1
0,482,cat,dog,3,5,0
0,483,horse,horse,7,7,1
0,484,automobile,automobile,1,1,1
0,485,cat,bird,3,2,0
0,486,automobile,automobile,1,1,1
0,487,dog,dog,5,5,1
0,488,dog,dog,5,5,1
0,489,ship,ship,8,8,1
0,490,frog,frog,6,6,1
0,491,dog,dog,5,5,1
0,492,cat,cat,3,3,1
0,493,truck,truck,9,9,1
0,494,horse,horse,7,7,1
0,495,cat,cat,3,3,1
0,496,ship,ship,8,8,1
0,497,frog,frog,6,6,1
0,498,cat,cat,3,3,1
0,499,ship,ship,8,8,1
0,500,automobile,automobile,1,1,1
0,501,dog,dog,5,5,1
0,502,airplane,airplane,0,0,1
0,503,automobile,automobile,1,1,1
0,504,deer,deer,4,4,1
0,505,bird,bird,2,2,1
0,506,frog,frog,6,6,1
0,507,automobile,automobile,1,1,1
0,508,deer,deer,4,4,1
0,509,cat,cat,3,3,1
0,510,cat,cat,3,3,1
0,511,cat,frog,3,6,0
0,512,automobile,automobile,1,1,1
0,513,frog,frog,6,6,1
0,514,airplane,airplane,0,0,1
0,515,bird,bird,2,2,1
0,516,airplane,airplane,0,0,1
0,517,horse,horse,7,7,1
0,518,airplane,airplane,0,0,1
0,519,cat,cat,3,3,1
0,520,airplane,bird,0,2,0
0,521,frog,frog,6,6,1
0,522,airplane,airplane,0,0,1
0,523,ship,ship,8,8,1
0,524,ship,ship,8,8,1
0,525,bird,bird,2,2,1
0,526,deer,deer,4,4,1
0,527,cat,cat,3,3,1
0,528,automobile,automobile,1,1,1
0,529,bird,bird,2,2,1
0,530,automobile,automobile,1,1,1
0,531,dog,dog,5,5,1
0,532,automobile,automobile,1,1,1
0,533,deer,deer,4,4,1
0,534,frog,frog,6,6,1
0,535,airplane,airplane,0,0,1
0,536,truck,truck,9,9,1
0,537,ship,ship,8,8,1
0,538,airplane,airplane,0,0,1
0,539,airplane,airplane,0,0,1
0,540,frog,frog,6,6,1
0,541,truck,truck,9,9,1
0,542,bird,bird,2,2,1
0,543,ship,ship,8,8,1
0,544,horse,horse,7,7,1
0,545,ship,airplane,8,0,0
0,546,truck,truck,9,9,1
0,547,airplane,airplane,0,0,1
0,548,dog,dog,5,5,1
0,549,horse,horse,7,7,1
0,550,dog,deer,5,4,0
0,551,truck,truck,9,9,1
0,552,airplane,airplane,0,0,1
0,553,cat,cat,3,3,1
0,554,truck,truck,9,9,1
0,555,deer,deer,4,4,1
0,556,automobile,automobile,1,1,1
0,557,bird,bird,2,2,1
0,558,cat,dog,3,5,0
0,559,ship,ship,8,8,1
0,560,truck,truck,9,9,1
0,561,truck,truck,9,9,1
0,562,frog,frog,6,6,1
0,563,deer,deer,4,4,1
0,564,horse,horse,7,7,1
0,565,cat,cat,3,3,1
0,566,truck,truck,9,9,1
0,567,dog,dog,5,5,1
0,568,frog,frog,6,6,1
0,569,automobile,automobile,1,1,1
0,570,airplane,airplane,0,0,1
0,571,airplane,airplane,0,0,1
0,572,cat,cat,3,3,1
0,573,horse,horse,7,7,1
0,574,ship,ship,8,8,1
0,575,cat,cat,3,3,1
0,576,truck,truck,9,9,1
0,577,dog,dog,5,5,1
0,578,automobile,automobile,1,1,1
0,579,ship,ship,8,8,1
0,580,automobile,automobile,1,1,1
0,581,cat,cat,3,3,1
0,582,deer,deer,4,4,1
0,583,bird,frog,2,6,0
0,584,horse,horse,7,7,1
0,585,frog,frog,6,6,1
0,586,frog,frog,6,6,1
0,587,ship,ship,8,8,1
0,588,automobile,automobile,1,1,1
0,589,cat,cat,3,3,1
0,590,cat,dog,3,5,0
0,591,horse,horse,7,7,1
0,592,bird,bird,2,2,1
0,593,ship,ship,8,8,1
0,594,cat,cat,3,3,1
0,595,horse,horse,7,7,1
0,596,cat,cat,3,3,1
0,597,frog,frog,6,6,1
0,598,automobile,automobile,1,1,1
0,599,bird,bird,2,2,1
0,600,bird,bird,2,2,1
0,601,deer,deer,4,4,1
0,602,deer,deer,4,4,1
0,603,automobile,automobile,1,1,1
0,604,ship,ship,8,8,1
0,605,frog,dog,6,5,0
0,606,ship,ship,8,8,1
0,607,dog,dog,5,5,1
0,608,ship,ship,8,8,1
0,609,deer,deer,4,4,1
0,610,airplane,airplane,0,0,1
0,611,frog,frog,6,6,1
0,612,cat,cat,3,3,1
0,613,cat,dog,3,5,0
0,614,ship,ship,8,8,1
0,615,airplane,airplane,0,0,1
0,616,dog,dog,5,5,1
0,617,truck,truck,9,9,1
0,618,horse,dog,7,5,0
0,619,ship,ship,8,8,1
0,620,horse,horse,7,7,1
0,621,automobile,automobile,1,1,1
0,622,automobile,automobile,1,1,1
0,623,automobile,automobile,1,1,1
0,624,frog,frog,6,6,1
0,625,ship,ship,8,8,1
0,626,dog,dog,5,5,1
0,627,automobile,automobile,1,1,1
0,628,dog,dog,5,5,1
0,629,truck,automobile,9,1,0
0,630,horse,horse,7,7,1
0,631,cat,cat,3,3,1
0,632,airplane,airplane,0,0,1
0,633,frog,frog,6,6,1
0,634,automobile,automobile,1,1,1
0,635,horse,dog,7,5,0
0,636,deer,deer,4,4,1
0,637,bird,bird,2,2,1
0,638,airplane,airplane,0,0,1
0,639,bird,bird,2,2,1
0,640,deer,deer,4,4,1
0,641,cat,cat,3,3,1
0,642,frog,frog,6,6,1
0,643,bird,bird,2,2,1
0,644,automobile,automobile,1,1,1
0,645,ship,ship,8,8,1
0,646,airplane,airplane,0,0,1
0,647,horse,horse,7,7,1
0,648,frog,frog,6,6,1
0,649,horse,horse,7,7,1
0,650,ship,ship,8,8,1
0,651,airplane,airplane,0,0,1
0,652,horse,horse,7,7,1
0,653,deer,deer,4,4,1
0,654,bird,bird,2,2,1
0,655,horse,horse,7,7,1
0,656,truck,truck,9,9,1
0,657,automobile,automobile,1,1,1
0,658,frog,frog,6,6,1
0,659,automobile,automobile,1,1,1
0,660,ship,airplane,8,0,0
0,661,automobile,automobile,1,1,1
0,662,ship,ship,8,8,1
0,663,automobile,automobile,1,1,1
0,664,horse,horse,7,7,1
0,665,truck,truck,9,9,1
0,666,automobile,automobile,1,1,1
0,667,airplane,airplane,0,0,1
0,668,dog,dog,5,5,1
0,669,dog,dog,5,5,1
0,670,ship,ship,8,8,1
0,671,cat,cat,3,3,1
0,672,bird,bird,2,2,1
0,673,cat,cat,3,3,1
0,674,ship,ship,8,8,1
0,675,airplane,airplane,0,0,1
0,676,frog,frog,6,6,1
0,677,horse,horse,7,7,1
0,678,airplane,airplane,0,0,1
0,679,dog,dog,5,5,1
0,680,truck,truck,9,9,1
0,681,frog,frog,6,6,1
0,682,truck,truck,9,9,1
0,683,airplane,airplane,0,0,1
0,684,truck,truck,9,9,1
0,685,automobile,automobile,1,1,1
0,686,deer,deer,4,4,1
0,687,truck,truck,9,9,1
0,688,frog,frog,6,6,1
0,689,dog,dog,5,5,1
0,690,horse,horse,7,7,1
0,691,deer,deer,4,4,1
0,692,deer,deer,4,4,1
0,693,truck,truck,9,9,1
0,694,ship,ship,8,8,1
0,695,ship,ship,8,8,1
0,696,automobile,automobile,1,1,1
0,697,deer,deer,4,4,1
0,698,cat,cat,3,3,1
0,699,dog,dog,5,5,1
0,700,truck,truck,9,9,1
0,701,cat,cat,3,3,1
0,702,bird,bird,2,2,1
0,703,frog,frog,6,6,1
0,704,deer,bird,4,2,0
0,705,bird,bird,2,2,1
0,706,deer,deer,4,4,1
0,707,frog,cat,6,3,0
0,708,ship,ship,8,8,1
0,709,truck,automobile,9,1,0
0,710,dog,dog,5,5,1
0,711,ship,ship,8,8,1
0,712,dog,dog,5,5,1
0,713,horse,horse,7,7,1
0,714,dog,dog,5,5,1
0,715,truck,truck,9,9,1
0,716,truck,truck,9,9,1
0,717,frog,frog,6,6,1
0,718,deer,deer,4,4,1
0,719,bird,bird,2,2,1
0,720,truck,truck,9,9,1
0,721,airplane,airplane,0,0,1
0,722,deer,deer,4,4,1
0,723,ship,ship,8,8,1
0,724,bird,bird,2,2,1
0,725,horse,horse,7,7,1
0,726,frog,frog,6,6,1
0,727,truck,truck,9,9,1
0,728,truck,truck,9,9,1
0,729,frog,frog,6,6,1
0,730,bird,bird,2,2,1
0,731,cat,cat,3,3,1
0,732,dog,dog,5,5,1
0,733,bird,bird,2,2,1
0,734,cat,cat,3,3,1
0,735,truck,truck,9,9,1
0,736,automobile,automobile,1,1,1
0,737,deer,deer,4,4,1
0,738,truck,truck,9,9,1
0,739,bird,bird,2,2,1
0,740,bird,bird,2,2,1
0,741,deer,deer,4,4,1
0,742,deer,deer,4,4,1
0,743,cat,cat,3,3,1
0,744,airplane,airplane,0,0,1
0,745,airplane,airplane,0,0,1
0,746,dog,dog,5,5,1
0,747,frog,frog,6,6,1
0,748,truck,truck,9,9,1
0,749,dog,dog,5,5,1
0,750,bird,bird,2,2,1
0,751,automobile,automobile,1,1,1
0,752,truck,truck,9,9,1
0,753,bird,bird,2,2,1
0,754,airplane,airplane,0,0,1
0,755,horse,horse,7,7,1
0,756,deer,deer,4,4,1
0,757,automobile,automobile,1,1,1
0,758,deer,deer,4,4,1
0,759,ship,ship,8,8,1
0,760,deer,deer,4,4,1
0,761,cat,cat,3,3,1
0,762,deer,deer,4,4,1
0,763,airplane,airplane,0,0,1
0,764,dog,dog,5,5,1
0,765,deer,deer,4,4,1
0,766,horse,horse,7,7,1
0,767,frog,frog,6,6,1
0,768,frog,frog,6,6,1
0,769,truck,truck,9,9,1
0,770,automobile,automobile,1,1,1
0,771,automobile,automobile,1,1,1
0,772,ship,ship,8,8,1
0,773,cat,cat,3,3,1
0,774,dog,dog,5,5,1
0,775,automobile,automobile,1,1,1
0,776,automobile,automobile,1,1,1
0,777,dog,cat,5,3,0
0,778,dog,dog,5,5,1
0,779,airplane,airplane,0,0,1
0,780,cat,cat,3,3,1
0,781,airplane,airplane,0,0,1
0,782,dog,dog,5,5,1
0,783,deer,deer,4,4,1
0,784,dog,deer,5,4,0
0,785,automobile,truck,1,9,0
0,786,cat,cat,3,3,1
0,787,truck,truck,9,9,1
0,788,deer,bird,4,2,0
0,789,cat,cat,3,3,1
0,790,automobile,automobile,1,1,1
0,791,cat,cat,3,3,1
0,792,automobile,automobile,1,1,1
0,793,dog,dog,5,5,1
0,794,truck,truck,9,9,1
0,795,truck,truck,9,9,1
0,796,cat,cat,3,3,1
0,797,frog,frog,6,6,1
0,798,automobile,automobile,1,1,1
0,799,deer,deer,4,4,1
0,800,ship,ship,8,8,1
0,801,airplane,airplane,0,0,1
0,802,cat,cat,3,3,1
0,803,cat,cat,3,3,1
0,804,dog,dog,5,5,1
0,805,frog,frog,6,6,1
0,806,cat,bird,3,2,0
0,807,automobile,automobile,1,1,1
0,808,truck,truck,9,9,1
0,809,horse,horse,7,7,1
0,810,frog,frog,6,6,1
0,811,horse,horse,7,7,1
0,812,airplane,airplane,0,0,1
0,813,cat,cat,3,3,1
0,814,truck,truck,9,9,1
0,815,bird,bird,2,2,1
0,816,bird,bird,2,2,1
0,817,dog,dog,5,5,1
0,818,truck,truck,9,9,1
0,819,bird,bird,2,2,1
0,820,cat,cat,3,3,1
0,821,deer,deer,4,4,1
0,822,dog,dog,5,5,1
0,823,automobile,automobile,1,1,1
0,824,bird,bird,2,2,1
0,825,frog,frog,6,6,1
0,826,automobile,truck,1,9,0
0,827,deer,deer,4,4,1
0,828,frog,frog,6,6,1
0,829,truck,ship,9,8,0
0,830,horse,horse,7,7,1
0,831,automobile,automobile,1,1,1
0,832,dog,dog,5,5,1
0,833,frog,frog,6,6,1
0,834,frog,frog,6,6,1
0,835,automobile,automobile,1,1,1
0,836,bird,bird,2,2,1
0,837,horse,deer,7,4,0
0,838,frog,frog,6,6,1
0,839,airplane,airplane,0,0,1
0,840,automobile,automobile,1,1,1
0,841,horse,horse,7,7,1
0,842,automobile,automobile,1,1,1
0,843,deer,deer,4,4,1
0,844,deer,deer,4,4,1
0,845,automobile,automobile,1,1,1
